title,NER,link
"""Pumpkin Chocolate Chip Cookies""","""butter,sugar,pumpkin,egg,vanilla,flour,baking powder,baking soda,cinnamon,allspice,semi-sweet chocolate chips""","""www.cookbooks.com/Recipe-Details.aspx?id=1000560"""
"""Potato Cake""","""margarine,sugar,eggs,milk,hot mashed potatoes,flour,cocoa,baking powder,salt,cinnamon,pecans,vanilla,powdered sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=293325"""
"""French Pastry""","""flour,shortening,salt,egg,cold water,vinegar""","""www.cookbooks.com/Recipe-Details.aspx?id=888488"""
"""Pig Picking Cake And Frosting""","""cake mix,eggs,oil,oranges""","""www.cookbooks.com/Recipe-Details.aspx?id=1059013"""
"""Buckeyes""","""butter,powdered sugar,crunchy peanut butter,Rice Krispies,chocolate chips,paraffin""","""www.cookbooks.com/Recipe-Details.aspx?id=161788"""
"""Beef Stroganoff For 2""","""egg noodles,butter,good beef,mushrooms,onions,flour,beef broth,mustard,sour cream,dill""","""www.cookbooks.com/Recipe-Details.aspx?id=543348"""
"""Chicken Casserole""","""chicken,celery soup,sour cream""","""www.cookbooks.com/Recipe-Details.aspx?id=623056"""
"""Deviled Eggs""","""eggs,mustard,sugar,Miracle,salt,pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=732221"""
"""Vegetable Dip""","""sour cream,mayonnaise,Worcestershire sauce,onion soup""","""www.cookbooks.com/Recipe-Details.aspx?id=371410"""
"""Oatmeal Molasses Drop Cookies""","""sugar,shortening,eggs,molasses,flour,cinnamon,soda,salt,oats,nuts,raisins""","""www.cookbooks.com/Recipe-Details.aspx?id=456517"""
"""Honey-Lime Sea Scallops(For The Microwave)""","""scallops,lime juice,vegetable oil,honey,soy sauce,ground ginger,sesame seed""","""www.cookbooks.com/Recipe-Details.aspx?id=1015778"""
"""Chicken And Rice Casserole""","""rice,chicken,cream of chicken soup,water,onion,bell pepper,pimiento""","""www.cookbooks.com/Recipe-Details.aspx?id=412215"""
"""Toffee Bars""","""shortening,brown sugar,egg yolk,vanilla,flour,milk chocolate bar,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=494458"""
"""Best Cake In The World""","""yellow cake,sugar,vanilla pudding,coconut,pineapple,bananas""","""www.cookbooks.com/Recipe-Details.aspx?id=921443"""
"""Ham Casserole""","""ham,potatoes,eggs,cheese,mayonnaise""","""www.cookbooks.com/Recipe-Details.aspx?id=55298"""
"""Green Bean Casserole""","""butter,flour,milk,mushroom,cheese,tabasco sauce,soy sauce,onions,salt,pepper,accent seasonings,green beans,water""","""www.cookbooks.com/Recipe-Details.aspx?id=83300"""
"""Polish Sausage And Lentils""","""rinsed lentils,vegetable oil,onions,cloves,tomatoes,sausage,sugar,pepper,salt,bay leaf""","""www.cookbooks.com/Recipe-Details.aspx?id=654318"""
"""Apple Pie Candied Crust""","""apples,brown sugar,flour,salt,nutmeg,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=339243"""
"""Seven Layer Salad""","""head lettuce,frozen peas,cauliflower,bacon,dry Hidden Valley ranch dressing,mayonnaise,cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=817531"""
"""Microwave Chili""","""lean chili ground beef,tomatoes,chili powder,cumin,oregano,brown sugar,Tabasco,onion,garlic,tomato sauce,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=970574"""
"""Applesauce Pecan Bread""","""eggs,canned applesauce,sugar,vegetable oil,milk,cinnamon,nutmeg,baking soda,baking powder,salt,flour,pecans,mixed candied fruit,cinnamon,light brown sugar,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=58548"""
"""Crab Mold(Dip)""","""mayonnaise,cream of mushroom soup,cream cheese,unflavored gelatin,cold water,green onions,celery,pimentos,salt,crab meat""","""www.cookbooks.com/Recipe-Details.aspx?id=371107"""
"""Fruit Dip""","""instant vanilla pudding,cinnamon,cloves,nutmeg""","""www.cookbooks.com/Recipe-Details.aspx?id=601340"""
"""Shrimp Cheese Ball""","""cream cheese,mustard,soy sauce,onion,lemon juice,paprika,tiny shrimp,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=908337"""
"""Miniature Cheesecakes(1 Dozen)""","""graham cracker crumbs,margarine,vanilla extract,egg,sugar,cream cheese,cherry""","""www.cookbooks.com/Recipe-Details.aspx?id=927760"""
"""Chocolate Zucchini Cake""","""brown sugar,margarine,eggs,sour milk,allspice,salt,cocoa,chocolate chips,walnuts,white sugar,oil,vanilla,flour,cinnamon,baking soda,zucchini""","""www.cookbooks.com/Recipe-Details.aspx?id=28392"""
"""Gelatin Trifle""","""strawberry jello,boiling water,cold water,strawberries,bananas,cake cubes,orange juice,cold milk,vanilla pudding""","""www.cookbooks.com/Recipe-Details.aspx?id=543604"""
"""Chicken-Rice Casserole""","""mushrooms,rice,flour,onion,parsley,pepper,chicken,light cream,butter,chicken,salt,bread crumbs""","""www.cookbooks.com/Recipe-Details.aspx?id=286782"""
"""Spanish Rice""","""onions,shortening,tomato juice,water,green peppers,ground beef,rice,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=864723"""
"""Old Fashioned Pot Roast""","""beef,salt,flour,oil,onion,potatoes""","""www.cookbooks.com/Recipe-Details.aspx?id=244505"""
"""Mexican Cornbread""","""yellow cornmeal,salt,baking soda,bacon,sour cream,cream-style,eggs,Cheddar cheese,green chilies""","""www.cookbooks.com/Recipe-Details.aspx?id=747034"""
"""Scalloped Corn""","""cream-style,eggs,sugar,milk,crackers,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=732047"""
"""Pineapple Chutney""","""limes,red onion,brown sugar,fresh ginger,salt,pineapple,oranges,dark raisins,tomato soup,cream cheese,gelatin,eggs,celery,onion,horseradish,mayonnaise,baby shrimp""","""www.cookbooks.com/Recipe-Details.aspx?id=49811"""
"""Cranberry Jello""","""fresh cranberries,O,sugar,pineapple,apples,nuts,water""","""www.cookbooks.com/Recipe-Details.aspx?id=677460"""
"""Pea Soup(Reduced Fat)""","""peas,water,bacon,onion,bay leaves,carrots,celery,pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=899133"""
"""Brownies""","""margarine,sugar,vanilla,nuts,eggs,cocoa,flour""","""www.cookbooks.com/Recipe-Details.aspx?id=904899"""
"""Applesauce Bread""","""flour,sugar,baking powder,salt,cinnamon,margarine,granola cereal,eggs,applesauce,raisins""","""www.cookbooks.com/Recipe-Details.aspx?id=762141"""
"""Corn Casserole""","""butter,flour,salt,milk,corn,eggs,cracker crumbs""","""www.cookbooks.com/Recipe-Details.aspx?id=925769"""
"""French Silk Pie""","""sugar,chocolate,eggs,butter,vanilla,crust,whipped cream""","""www.cookbooks.com/Recipe-Details.aspx?id=332438"""
"""Preacher'S Cookies""","""milk,butter,sugar,cocoa,salt,oats,peanut butter,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=530780"""
"""Sour Cream Pound Cake""","""margarine,eggs,baking soda,sour cream,orange extract,sugar,flour,salt,lemon extract,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=249335"""
"""Lucy Anne'S Quick Dessert""","""vanilla ice cream,coconut cream,milk""","""www.cookbooks.com/Recipe-Details.aspx?id=950944"""
"""Lefse(Norwegian)""","""potatoes,butter,milk,flour""","""www.cookbooks.com/Recipe-Details.aspx?id=625967"""
"""Peanut Butter Pound Cake""","""crunchy peanut butter,oil,Crisco,sugar,eggs,flour,baking powder,salt,milk,vanilla,cocoa""","""www.cookbooks.com/Recipe-Details.aspx?id=838412"""
"""Vegetable Medley""","""California,cream of mushroom soup,Cheddar cheese,sour cream,onions""","""www.cookbooks.com/Recipe-Details.aspx?id=1059953"""
"""Beer Cheese Soup""","""margarine,celery,flour,chicken stock,Parmesan cheese,Accent,carrots,onions,dry mustard,grated sharp,beer,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=1018806"""
"""Diabetic Cake""","""water,raisins,unsweetened applesauce,eggs,liquid sweetener,cooking oil,soda,flour,cinnamon,nutmeg,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=591870"""
"""Lavender Lemonade""","""concentrate,lavender,boiling water""","""www.cookbooks.com/Recipe-Details.aspx?id=109279"""
"""Pizza Crust""","""warm water,active dry yeast,flour,salt,oil""","""www.cookbooks.com/Recipe-Details.aspx?id=934460"""
"""Marvelous Fruity Melody""","""fruit cocktail,coconut,milk,marshmallows""","""www.cookbooks.com/Recipe-Details.aspx?id=460783"""
"""Beefy Cheese Ball""","""beef,cream cheese,shallots,Worcestershire sauce,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=109471"""
"""Magnolia Date Nut Roll""","""vanilla wafer crumbs,nuts,dates,Magnolia condensed milk,lemon juice""","""www.cookbooks.com/Recipe-Details.aspx?id=401403"""
"""Fresh Berry Coffee Cake""","""flour,baking powder,salt,unsalted margarine,sugar,eggs,vanilla extract,sour cream,milk,blueberries,sugar,flour,cinnamon,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=504260"""
"""Salmon Patties""","""salmon,bread crumbs,onion,green onions,egg,milk,butter,vegetable oil""","""www.cookbooks.com/Recipe-Details.aspx?id=990641"""
"""Old-Fashioned Tea Cakes""","""egg,vegetable shortening,sugar,baking soda,salt,buttermilk,baking powder,vanilla extract,flour,sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=329398"""
"""Indonesian Marinade(Yields 4 Portions)""","""soy sauce,lime juice,molasses,curry powder,garlic""","""www.cookbooks.com/Recipe-Details.aspx?id=244872"""
"""Breakfast Blintz Souffle""","""frozen cheese blintzes,vanilla,sugar,butter,sour cream,eggs""","""www.cookbooks.com/Recipe-Details.aspx?id=578148"""
"""Tirami Su""","""Mascarpone cheese,salt,sugar,egg whites,Marsala,ladyfingers,Espresso,chocolate powder""","""www.cookbooks.com/Recipe-Details.aspx?id=799251"""
"""Spinach Cheese Bake""","""Italian sausage,tomato sauce,cream-style,Parmesan cheese,egg,Mozzarella cheese,herb seasoned croutons""","""www.cookbooks.com/Recipe-Details.aspx?id=427084"""
"""Best Chocolate Chip Pie""","""eggs,butter,cornstarch,chocolate chips,sugar,bourbon,pecans,pie shell""","""www.cookbooks.com/Recipe-Details.aspx?id=793591"""
"""Sarah'S Banana Pudding""","""cornstarch,sugar,salt,milk,milk,egg yolks,vanilla extract,vanilla wafers,bananas,brown sugar,whipped cream""","""www.cookbooks.com/Recipe-Details.aspx?id=228941"""
"""Devil'S Food Cake""","""margarine,water,cocoa,Wesson oil,flour,salt,sugar,eggs,buttermilk,cinnamon,vanilla,soda""","""www.cookbooks.com/Recipe-Details.aspx?id=699487"""
"""Peanutty Fudge Rounds""","""peanut butter,butter,powdered sugar,milk,vanilla,peanuts,semi-sweet chocolate pieces,condensed milk""","""www.cookbooks.com/Recipe-Details.aspx?id=75032"""
"""Hush Puppies""","""flour,baking powder,corn meal,sugar,salt,onion,egg,beer,cooking oil""","""www.cookbooks.com/Recipe-Details.aspx?id=87681"""
"""Great Pumpkin Cookies""","""flour,oats,baking soda,ground cinnamon,salt,butter,brown sugar,sugar,egg,vanilla,pumpkin,chocolate""","""www.cookbooks.com/Recipe-Details.aspx?id=575773"""
"""Zucchini-Carrot Casserole""","""butter,zucchini,carrots,onion,sour cream,Cheddar cheese,salt,pepper,Italian-seasoned breadcrumbs""","""www.cookbooks.com/Recipe-Details.aspx?id=10606"""
"""Hot Cider Dressing For Spinach Salad""","""apple juice,purple onion,water,cider vinegar,brown sugar,cornstarch,poppy seed,mustard""","""www.cookbooks.com/Recipe-Details.aspx?id=842396"""
"""Rancho De Chili""","""ground beef,ground pork,onions,green peppers,tomatoes,tomato sauce,chili powder,black pepper,garlic,Worcestershire sauce,oregano,paprika,cumin,sugar,green chilis""","""www.cookbooks.com/Recipe-Details.aspx?id=319322"""
"""Mary'S Egg Pie""","""sugar,Carnation milk,egg yolks,oleo,cornstarch,vanilla,nutmeg""","""www.cookbooks.com/Recipe-Details.aspx?id=797107"""
"""Shrimp Ball""","""tomato soup,gelatine,cream cheese,celery,shrimp,mayonnaise,onion""","""www.cookbooks.com/Recipe-Details.aspx?id=541210"""
"""Maple Pecan Corn Bread""","""flour,yellow corn meal,baking powder,salt,soda,margarine,brown sugar,eggs,maple syrup,buttermilk,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=702246"""
"""Carrot-Raisin Salad""","""carrots,raisins,walnuts,mayonnaise,cider vinegar,sugar,lemon juice""","""www.cookbooks.com/Recipe-Details.aspx?id=544395"""
"""Broccoli Bake""","""frozen broccoli,golden mushroom soup,Cheddar cheese,eggs,mayonnaise,bread crumbs""","""www.cookbooks.com/Recipe-Details.aspx?id=954858"""
"""Herbed Pineapple Refresher""","""ginger,orange juice,pineapple juice,vanilla low-fat yogurt,lime juice,fresh cilantro""","""www.cookbooks.com/Recipe-Details.aspx?id=108881"""
"""Sandra'S Baked Beans""","""pork,barbecue sauce,regular tomato catsup,sorghum molasses,brown sugar,catsup,mustard,onion,bacon grease""","""www.cookbooks.com/Recipe-Details.aspx?id=308374"""
"""Broccoli Rice Casserole""","""broccoli,onion,rice,creamy soup,Velveeta""","""www.cookbooks.com/Recipe-Details.aspx?id=480881"""
"""Fresh Strawberry Pie""","""water,cornstarch,N,sugar,strawberries""","""www.cookbooks.com/Recipe-Details.aspx?id=201307"""
"""Old Fashioned Popovers""","""egg,flour,milk,salt,nutmeg,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=189452"""
"""No Bake Cookies""","""oleo,sugar,peanut butter,milk,vanilla,oats""","""www.cookbooks.com/Recipe-Details.aspx?id=294655"""
"""Cranberry Salad""","""strawberry jello,boiling water,cranberries,apples,oranges,sugar,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=427205"""
"""Swedish Meat Balls""","""ground beef,bread crumbs,egg,milk,onion,salt,pepper,nutmeg""","""www.cookbooks.com/Recipe-Details.aspx?id=600552"""
"""Baked Apples""","""red apples,cornstarch,ground cinnamon,sugar,margarine""","""www.cookbooks.com/Recipe-Details.aspx?id=899018"""
"""Banana Nut Bread""","""butter,sugar,eggs,salt,soda,flour,very ripe bananas,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=679480"""
"""Hot Chocolate Mix""","""powdered sugar,Coffee,Carnation""","""www.cookbooks.com/Recipe-Details.aspx?id=617241"""
"""Pimientos Cheese Spread""","""cheese,eggs,mayonnaise,mustard,vinegar,salt,pimientos""","""www.cookbooks.com/Recipe-Details.aspx?id=474289"""
"""Frozen Strawberry Jam""","""fresh strawberries,sugar,water""","""www.cookbooks.com/Recipe-Details.aspx?id=947187"""
"""Stir-Fried Cabbage""","""cabbage,bacon,bacon drippings,onion,bell pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=757202"""
"""Dump Dish Dinner""","""stew meat,long grain rice,onion,whole kernel corn,English peas,beef broth,bakon slices""","""www.cookbooks.com/Recipe-Details.aspx?id=143150"""
"""Pecan Pie""","""crust,sugar,flour,corn syrup,butter,eggs,vanilla,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=461909"""
"""Pasta Fagioli""","""Northern beans,tomatoes,clear beef,spaghetti sauce,celery,onion,spiral pasta,pinto beans,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=366028"""
"""Sweet Charity Pie""","""flour,brown sugar,nuts,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=43394"""
"""Pecan Pie""","""eggs,light Karo syrup,sugar,nuts,butter,vanilla,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=735994"""
"""Apricot Strawberry Muffins""","""flour,salt,sugar,apricot preserves,vanilla,cinnamon,baking powder,unsalted butter,eggs,milk,fresh strawberries""","""www.cookbooks.com/Recipe-Details.aspx?id=348980"""
"""Green Beans""","""green beans,golden mushroom soup,bouillon cube,Provolone cheese,onions,pads margarine""","""www.cookbooks.com/Recipe-Details.aspx?id=676994"""
"""Peach Cream Pie""","""pie shell,sugar,all-purpose,salt,nutmeg,cinnamon,peaches,whipping cream""","""www.cookbooks.com/Recipe-Details.aspx?id=431470"""
"""Peanut Butter Temptations""","""oleo,peanut butter,egg,vanilla,mini Reese's,brown sugar,white sugar,baking soda,salt,flour""","""www.cookbooks.com/Recipe-Details.aspx?id=401838"""
"""Cranberry Salad""","""cranberry salad,raspberry jello,oranges,sugar,grated apples""","""www.cookbooks.com/Recipe-Details.aspx?id=913337"""
"""Hash Brown Casserole""","""frozen hash browns,onions,cream of chicken soup,grated sharp,sour cream,butter,salt,pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=579883"""
"""Cranberry-Apple Sweet Potatoes""","""sweet potatoes,apple pie filling,cranberry sauce,apricot preserves,orange marmalade""","""www.cookbooks.com/Recipe-Details.aspx?id=433198"""
"""Scalloped Potatoes""","""margarine,onion,flour,milk,Cheddar cheese,salt,dry mustard,pepper,potatoes,paprika""","""www.cookbooks.com/Recipe-Details.aspx?id=808389"""
"""Bing Cherry Salad""","""cream cheese,sour cream,sugar,Bing cherries,pineapple,pecan,marshmallows""","""www.cookbooks.com/Recipe-Details.aspx?id=376054"""
"""Chili Strata""","""egg,water,corn chips,chili with beans,enchilada sauce,green pepper,onion,Cheddar cheese,chopped lettuce,tomatoes""","""www.cookbooks.com/Recipe-Details.aspx?id=434730"""
"""Basic Brownies""","""unsweetened chocolate squares,unsalted butter,brown sugar,sugar,eggs,flour,baking powder,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=834484"""
"""Scalloped Potatoes""","""margarine,flour,milk,water,cheese,potatoes""","""www.cookbooks.com/Recipe-Details.aspx?id=248083"""
"""Cranberry Salad""","""raspberry jello,cranberry sauce,pineapple,celery,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=1035059"""
"""Pork And Beans To Can""","""beans,salt,fresh pork,tomatoes,brown sugar,white sugar,dry mustard,cinnamon,ketchup,water,pepper,cornstarch""","""www.cookbooks.com/Recipe-Details.aspx?id=328802"""
"""Tamale Pie""","""onion,clove garlic,fat,ground beef,bulk sausage,tomatoes,kernel corn,salt,chili powder,olives,corn meal,milk,eggs,Cheddar cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=616056"""
"""Broccoli Corn Casserole""","""frozen broccoli,corn,Stove Top stuffing,butter,eggs""","""www.cookbooks.com/Recipe-Details.aspx?id=698776"""
"""Peanut Butter Pie""","""confectioners sugar,peanut butter,cream cheese,shortbread""","""www.cookbooks.com/Recipe-Details.aspx?id=31985"""
"""Pumpkin Custard""","""pumpkin,sugar,flour,eggs,milk,cinnamon,vanilla,butter""","""www.cookbooks.com/Recipe-Details.aspx?id=61158"""
"""Apple Fritters""","""flour,sugar,butter,apples""","""www.cookbooks.com/Recipe-Details.aspx?id=938332"""
"""Carol'S French Fried Shrimp""","""flour,sugar,water,fresh shrimp,salt,egg,salad oil""","""www.cookbooks.com/Recipe-Details.aspx?id=286997"""
"""Spinach Stir-Fry""","""spinach,vegetable oil,garlic,green onions,chicken broth,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=495631"""
"""Pasta In A Pot""","""onions,margarine,ground beef,spaghetti sauce,tomatoes,mushrooms,garlic salt,seashell macaroni,Provolone cheese,sour cream,Mozzarella cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=1030875"""
"""Peek-A-Boo Cake(Bingo Cake)""","""""","""www.cookbooks.com/Recipe-Details.aspx?id=789999"""
"""Hash Brown Potato Casserole""","""frozen hash browns,butter,salt,pepper,onion,cream cheese,milk,cream of chicken,Cheddar cheese""","""www.cookbooks.com/Recipe-Details.aspx?id=369648"""
"""Hot Apple Juice Punch""","""apple juice,water,cinnamon,nutmeg,cloves""","""www.cookbooks.com/Recipe-Details.aspx?id=557974"""
"""Punch""","""lemon-lime,sugar,pineapple juice,ginger ale""","""www.cookbooks.com/Recipe-Details.aspx?id=94143"""
"""German Potato Salad""","""bacon strips,onion,flour,cider vinegar,water,sugar,salt,pepper,potatoes""","""www.cookbooks.com/Recipe-Details.aspx?id=174146"""
"""Fantastic Salmon Pie""","""crust,eggs,Cheddar cheese,bay seasoning,sour cream,onion,salmon,mayonnaise,dill""","""www.cookbooks.com/Recipe-Details.aspx?id=22083"""
"""Lemon Curd""","""sugar,margarine,lemon rind,lemon juice,cornstarch,eggs""","""www.cookbooks.com/Recipe-Details.aspx?id=914075"""
"""Calico Cole Slaw""","""cabbage,onion,bell pepper,pimento,vinegar,salad oil,sugar,salt,celery""","""www.cookbooks.com/Recipe-Details.aspx?id=5886"""
"""Meat Marinade""","""liquid shortening,cider vinegar,salt,garlic,dry mustard,Worcestershire sauce,soy sauce,ketchup,brown sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=625914"""
"""Christmas Walnut Clusters""","""unsweetened chocolate,all-purpose,sugar,butter,egg,salt,vanilla extract,double acting baking powder,California walnuts,confectioners sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=913806"""
"""Chocolate Ritz Treats""","""crackers,peanut butter,chocolate bark""","""www.cookbooks.com/Recipe-Details.aspx?id=1063971"""
"""Ham Casserole""","""macaroni,eggs,onion,cubed cheese,ham,milk,cream of chicken soup""","""www.cookbooks.com/Recipe-Details.aspx?id=805673"""
"""Fantasy Fudge""","""sugar,Parkay margarine,milk,semi-sweet chocolate chips,marshmallow cream,nuts,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=174089"""
"""Sausage And Cheese Pie""","""crescent rolls,brown,shredded monterey,eggs,milk,green pepper,salt,pepper,oregano""","""www.cookbooks.com/Recipe-Details.aspx?id=110133"""
"""Beet And Pepper Vinegar""","""water,sugar,vinegar""","""www.cookbooks.com/Recipe-Details.aspx?id=683495"""
"""Pan Brisket""","""brisket,onions,Figard liquid smoke,barbecue sauce,buns""","""www.cookbooks.com/Recipe-Details.aspx?id=229609"""
"""Quick Salami""","""lean ground beef,salt,liquid smoke,water,onion powder,pepper,garlic powder,peppercorns""","""www.cookbooks.com/Recipe-Details.aspx?id=660870"""
"""Luscious Lemon Bars""","""margarine,sugar,egg,vanilla,all-purpose,lemon pudding,confectioners sugar""","""www.cookbooks.com/Recipe-Details.aspx?id=886558"""
"""Asparagus Onion Quiche Squares""","""crescent roll,onion,cream of asparagus soup,Cheddar cheese,eggs,salt,lemon pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=95670"""
"""Coney Island Sauce""","""butter,margarine,ground beef,onions,clove garlic,salt,chili powder,mustard,tomato paste,water,wieners""","""www.cookbooks.com/Recipe-Details.aspx?id=777227"""
"""Skillet Date Balls""","""butter,egg,sugar,dates,Rice Krispies,vanilla,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=955658"""
"""Squash Casserole""","""eggs,salt,pepper,crackers,margarine,onion,Velveeta cheese,milk""","""www.cookbooks.com/Recipe-Details.aspx?id=613253"""
"""Hot Spinach Salad""","""bacon,egg,sugar,vinegar,water,torn spinach greens,onion,salt,eggs""","""www.cookbooks.com/Recipe-Details.aspx?id=421452"""
"""D.J.'S Summer Delight""","""cauliflower,broccoli stems,purple onion,tomatoes,cucumber,celery,green bell pepper,bacon""","""www.cookbooks.com/Recipe-Details.aspx?id=139981"""
"""Banana Nut Bread""","""butter,egg,bananas,nuts,sugar,milk,flour,lemon flavoring""","""www.cookbooks.com/Recipe-Details.aspx?id=233593"""
"""Sundae Brownies""","""margarine,eggs,chocolate syrup,flour,baking powder,sugar,vanilla,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=810152"""
"""Peanut Butter Cake""","""flour,eggs,buttermilk,sugar,peanut butter,oil,vanilla""","""www.cookbooks.com/Recipe-Details.aspx?id=28189"""
"""Kraut Salad""","""well,green pepper,celery,carrot,sugar,vinegar,water""","""www.cookbooks.com/Recipe-Details.aspx?id=416370"""
"""Cheese And Beef Casserole""","""Velveeta shells,tomato,ground beef,tomato sauce,potato chips,onion""","""www.cookbooks.com/Recipe-Details.aspx?id=649874"""
"""Spaghetti Sauce""","""ground chuck,tomato sauce,tomato paste,olive oil,onion,parsley,oregano,garlic,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=395428"""
"""Sweet Potatoes""","""sweet potatoes,sugar,eggs,milk,vanilla,butter,brown sugar,flour,butter,pecans""","""www.cookbooks.com/Recipe-Details.aspx?id=85607"""
"""Marinated Carrots""","""carrots,bell pepper,salad oil,sugar,salt,Worcestershire sauce,onion,tomato soup,vinegar,mustard""","""www.cookbooks.com/Recipe-Details.aspx?id=225145"""
"""Impossible Broccoli Pie""","""broccoli,Cheddar cheese,onion,milk,eggs,buttermilk baking mix,salt,pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=391003"""
"""Strawberry Upside-Down Cake""","""marshmallows,white,frozen strawberries,O""","""www.cookbooks.com/Recipe-Details.aspx?id=915835"""
"""Pecan Pie""","""eggs,sugar,butter,maple syrup,pecan halves,salt""","""www.cookbooks.com/Recipe-Details.aspx?id=150288"""
"""Irish Cream""","""eggs,whiskey,instant coffee,chocolate syrup,condensed milk,coconut extract,vanilla,almond extract""","""www.cookbooks.com/Recipe-Details.aspx?id=970552"""
"""Ginger Pears""","""pears,sugar,crystallized ginger,lemons""","""www.cookbooks.com/Recipe-Details.aspx?id=518658"""
"""Snack Crackers""","""oyster crackers,garlic,dill weed,light oil,dry Hidden Valley,lemon pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=732625"""
"""Apple Crisp""","""peeled apples,sugar,flour,salt,cinnamon""","""www.cookbooks.com/Recipe-Details.aspx?id=750832"""
"""Blonde Brownies""","""butter,light brown sugar,eggs,flour,nuts,vanilla flavoring""","""www.cookbooks.com/Recipe-Details.aspx?id=1084284"""
"""Cheesy Vegetable Soup""","""onion,butter,frozen corn,broccoli,carrot,water,cream of potato soup,milk,Cheddar cheese,Provolone cheese,pepper""","""www.cookbooks.com/Recipe-Details.aspx?id=350698"""
"""Cheese Balls""","""Cheddar cheese,cream cheese,garlic,onions,nuts,parsley flakes""","""www.cookbooks.com/Recipe-Details.aspx?id=693729"""
"""Apple Oat Muffins""","""oats,flour,apple,brown sugar,baking powder,salt,cinnamon,milk,egg,vegetable oil,sugar,cinnamon""","""www.cookbooks.com/Recipe-Details.aspx?id=421914"""
"""Seven-In-One Hot Dish""","""hamburger,onion,cream-style corn,vegetable soup,milk,egg,cracker crumbs""","""www.cookbooks.com/Recipe-Details.aspx?id=850583"""
"""Chicken Casserole""","""egg noodles,cream of chicken soup,cheese,white chicken meat,milk""","""www.cookbooks.com/Recipe-Details.aspx?id=1051176"""
"""Beef Vegetable Soup""","""hamburger,tomatoes,mixed vegetables,onion soup mix,orzo""","""www.cookbooks.com/Recipe-Details.aspx?id=373178"""
"""Orange Salad""","""cottage cheese,O,pineapple,oranges,whipped cream""","""www.cookbooks.com/Recipe-Details.aspx?id=505231"""
"""Christmas Sugar Cookies""","""eggs,sugar,Crisco,milk,baking powder,salt,vanilla,flour""","""www.cookbooks.com/Recipe-Details.aspx?id=196156"""
"""Taco Pizza""","""white onion,extra lean ground beef,chili powder,garlic,cumin,cayenne pepper,paprika,salt,tomato salsa,beans,crust,tomatoes,shredded lettuce,Cheddar cheese,langostinos,butter,milk,light cream,column,tomatoes,onion,clove garlic,basil,Worcestershire sauce,vegetable bouillon,kidney beans,macaroni shells,elbow macaroni,ground raw turkey,onion,garlic,tomato sauce,red wine,parsley,oregano,salt,ground cinnamon,Parmesan cheese,margarine,flour,pepper,milk,egg,Parmesan cheese,ground cinnamon""","""www.cookbooks.com/Recipe-Details.aspx?id=1030635"""
"""Banana Nut Bread""","""oil,sugar,eggs,vanilla,flour,baking soda,salt,bananas,nuts""","""www.cookbooks.com/Recipe-Details.aspx?id=315242"""
"""Tuna Tortilla Roll-Ups""","""condensed cream,milk,tuna,frozen broccoli,Cheddar cheese,onions,flour,tomato""","""www.cookbooks.com/Recipe-Details.aspx?id=525356"""
